caseid,tanggal,cases,hewan,spid,disease,prop,kab,kec,desa,lon,lat
2677266,28-01-2020,1,sapi,22,Cacingan,Jawa Timur,Blitar,Udanawu,Sumbersari,112.064035631978,-8.01843070999996
2678891,02-01-2020,13,sapi,22,Cacingan,Sumatera Selatan,Musi Rawas,Muara Kelingi,Bingin,103.233068828687,-2.94549350049996
2682736,11-12-2020,4,domba,46,Cacingan,Sumatera Utara,Tebing Tinggi,Rambutan,Karya Jaya,99.1607939803915,3.34769545350005
2673307,15-02-2020,12,sapi,22,Cacingan,Nusa Tenggara Timur,Ngada,Riung,Nangamese,121.002741888646,-8.41054348949996
2685595,07-06-2020,4,sapi bali,24,Cacingan,Kalimantan Tengah,Kotawaringin Timur,Telaga Antang,Tanjung Harapan,112.638047,-1.801565
2674981,14-08-2020,6,sapi,22,Cacingan,Jawa Timur,Probolinggo,Tiris,Segaran,113.384220610935,-7.95158767699996
2678787,15-10-2020,65,sapi,22,Cacingan,Sulawesi Tengah,Banggai,Balantak Utara,Pangkalaseang,123.348644537006,-0.652295912499937
2674896,15-10-2020,6,sapi,22,Cacingan,Nusa Tenggara Timur,Ngada,Golewa,Dadawea,121.054780860874,-8.85115698949997
2674828,15-11-2020,2,kerbau,36,Cacingan,Nusa Tenggara Timur,Ngada,Golewa,Dadawea,121.054780860874,-8.85115698949997
2678994,12-05-2020,13,sapi bali,24,Cacingan,Sulawesi Tengah,Banggai Kepulauan,Totikum Selatan,Nulion,123.432633612202,-1.43788187649997
2673374,01-03-2020,1,sapi,22,Cacingan,Kepulauan Riau,Bintan,Gunung Kijang,Malang Rapat,104.571878703922,1.11912363750002
2682782,15-06-2020,5,sapi,22,Cacingan,Sumatera Utara,Langkat,Secanggang,Karang Gading,98.5019622355754,3.89893898500006
2674229,15-12-2020,5,sapi,22,Cacingan,Nusa Tenggara Timur,Ngada,Bajawa Utara,Wololika,120.995685877912,-8.71289199049997
2678993,26-06-2020,16,sapi,22,Cacingan,Sulawesi Tengah,Banggai Kepulauan,Totikum Selatan,Nulion,123.432633612202,-1.43788187649997
2673463,15-03-2020,2,sapi,22,Cacingan,Nusa Tenggara Timur,Ngada,Bajawa Utara,Wololika,120.995685877912,-8.71289199049997
2683302,15-06-2020,8,sapi,22,Cacingan,Sumatera Utara,Langkat,Stabat,Ara Condong,98.4455109355879,3.73759254950005
2683544,15-01-2020,11,sapi,22,Cacingan,Sumatera Utara,Langkat,Kuala,Dalan Naman,98.39922444296,3.49133667600006
2674993,15-09-2020,6,sapi,22,Cacingan,Jawa Timur,Probolinggo,Kraksaan,Alassumur Kulon,113.444302980737,-7.76771616949995
2678784,15-09-2020,5,sapi,22,Cacingan,Sulawesi Tengah,Banggai,Nambo,Koyoan,122.663221191812,-1.03037702549994
2674439,15-08-2020,2,kerbau,36,Cacingan,Nusa Tenggara Timur,Ngada,Golewa,Ratogesa,121.064930782517,-8.84847998999996
2704066,02-12-2020,1,sapi,22,Cacingan,Sumatera Utara,Serdang Bedagai,Dolok Masihul,Bukit Cermin Hilir,99.0508388549173,3.30704210450006
2674992,15-06-2020,4,sapi,22,Cacingan,Jawa Timur,Probolinggo,Sumber Asih,Muneng Kidul,113.168542813545,-7.80637884149996
2680529,21-02-2020,31,sapi,22,Cacingan,Sulawesi Tengah,Banggai Kepulauan,Tinangkung Utara,Luk Sagu,123.4027126183,-1.29351650749996
2671515,15-06-2020,4,sapi,22,Cacingan,Sumatera Selatan,Ogan Komering Ilir,Mesuji,Dabuk Makmur,105.194253492564,-3.67297700099996
