caseid,tanggal,cases,hewan,spid,disease,prop,kab,kec,desa,lon,lat
2673066,05-11-2020,1,ayam kampung,7,Avian Influenza - HPAI,Jawa Tengah,Boyolali,Mojosongo,Metuk,110.627245692708,-7.51436899999996
2519514,23-07-2020,3,ayam layer,9,Avian Influenza - HPAI,Kalimantan Timur,Kutai Kertanegara,Tenggarong Seberang,Manunggal Jaya,117.180604305437,-0.269468094499956
2379574,08-01-2020,5,ayam kampung,7,Avian Influenza - HPAI,Banten,Serang,Lebak Wangi,Kebon Ratu,106.280781136011,-6.10997699999996
2443059,26-03-2020,184,ayam,3,Avian Influenza - HPAI,Jawa Timur,Jember,Bangsalsari,Curah Kalong,113.53842651187,-8.08518409699997
2440924,23-03-2020,153,entog,15,Avian Influenza - HPAI,Jawa Timur,Jember,Bangsalsari,Curah Kalong,113.53842651187,-8.08518409699997
2673087,15-10-2020,3,ayam kampung,7,Avian Influenza - HPAI,Sumatera Selatan,Muara Enim,Lawang Kidul,Keban Agung,103.840494710309,-3.76832550049997
2405836,07-02-2020,30,ayam pelung,4,Avian Influenza - HPAI,Lampung,Metro,Metro Timur,Tejoagung,105.317922266667,-5.12463699899996
2676394,19-10-2020,5,ayam broiler,8,Avian Influenza - HPAI,Jawa Tengah,Karanganyar,Gondangrejo,Wonosari,110.852661072163,-7.47900449999997
2602105,27-11-2020,2,ayam,3,Avian Influenza - HPAI,Kalimantan Timur,Bontang,Bontang Selatan,Tanjung Laut,117.439790364665,0.155274623500048
2680456,03-06-2020,38,ayam,3,Avian Influenza - HPAI,Jawa Barat,Cirebon,Beber,Cipinang,108.51467913293,-6.81532645199997
2556686,18-09-2020,2,ayam,3,Avian Influenza - HPAI,Gorontalo,Gorontalo,Limboto,Hutuo,122.98111417233,0.717745479000058
2678934,15-08-2020,152,puyuh,19,Avian Influenza - HPAI,Jawa Barat,Majalengka,Leuwimunding,Rajawangi,108.341711893607,-6.74801492699996
2517412,21-07-2020,7,ayam layer,9,Avian Influenza - HPAI,Kalimantan Timur,Kutai Kertanegara,Tenggarong Seberang,Manunggal Jaya,117.180604305437,-0.269468094499956
2673068,15-10-2020,1,ayam kampung,7,Avian Influenza - HPAI,Sumatera Selatan,Muara Enim,Lawang Kidul,Pasar Tanjung Enim,103.832553624513,-3.73698999899995
2413114,17-02-2020,304,ayam,3,Avian Influenza - HPAI,Jawa Barat,Bandung Barat,Cipeundeuy,Nanggeleng,107.362826202912,-6.79451131799996
2515314,17-07-2020,170,itik,10,Avian Influenza - HPAI,Banten,Serang,Tunjung Teja,Kamuning,106.23006808019,-6.29321599999997
2407910,11-02-2020,52,ayam kampung,7,Avian Influenza - HPAI,Jawa Barat,Depok,Tapos,Sukamaju Baru,106.872847672909,-6.40368700049996
2441384,24-03-2020,20,entog,15,Avian Influenza - HPAI,Jawa Barat,Indramayu,Cantigi,Cantigi Kulon,108.238407074695,-6.34417343149997
2440133,22-03-2020,100,ayam,3,Avian Influenza - HPAI,Jawa Timur,Jember,Bangsalsari,Curah Kalong,113.53842651187,-8.08518409699997
2565590,01-10-2020,2,puyuh,19,Avian Influenza - HPAI,Gorontalo,Gorontalo,Telaga Biru,Dumati,123.060202668283,0.668299462500045
2489396,10-06-2020,113,itik,10,Avian Influenza - HPAI,Jawa Barat,Bekasi,Cikarang Utara,Waluya,107.19250196536,-6.25319242499995
2602237,27-11-2020,15,Ayam Bangkok,187,Avian Influenza - HPAI,Banten,Serang,Kibin,Nambo Ilir,106.328553442841,-6.17684549999996
2509198,08-07-2020,3,itik,10,Avian Influenza - HPAI,Gorontalo,Gorontalo,Limboto,Hunggaluwa,122.950111678652,0.653437998500038
2522572,27-07-2020,1,ayam,3,Avian Influenza - HPAI,Gorontalo,Gorontalo,Limboto Barat,Yoosonegoro,122.877126533514,0.655434217500044
2678705,20-08-2020,500,unggas,2,Avian Influenza - HPAI,Jawa Timur,Mojokerto,Puri,Puri,112.443551245538,-7.53725171099995
2673035,13-06-2020,1,ayam kampung,7,Avian Influenza - HPAI,Jawa Tengah,Boyolali,Klego,Banyu Urip,110.723817015126,-7.36150549949994
