caseid,tanggal,cases,hewan,spid,disease,prop,kab,kec,desa,lon,lat
2485401,03-06-2020,1,kambing,40,Anthraks,Gorontalo,Gorontalo,Limboto Barat,Daenaa,122.885619688689,0.722289200500057
2390460,22-01-2020,1,sapi,22,Anthraks,Di Yogyakarta,Gunung Kidul,Rongkop,Pucanganom,110.734436019838,-8.03640449999995
2486695,05-06-2020,1,sapi,22,Anthraks,Gorontalo,Gorontalo,Limboto Barat,Daenaa,122.885619688689,0.722289200500057
2377193,04-01-2020,3,kambing,40,Anthraks,Di Yogyakarta,Gunung Kidul,Ponjong,Gombang,110.703580066101,-8.00366699999995
2377192,04-01-2020,3,sapi,22,Anthraks,Di Yogyakarta,Gunung Kidul,Ponjong,Gombang,110.703580066101,-8.00366699999995
2412837,17-02-2020,1,sapi,22,Anthraks,Gorontalo,Gorontalo,Limboto,Kayu Bulan,122.963676925773,0.666938808000026
2484722,02-06-2020,1,sapi,22,Anthraks,Gorontalo,Gorontalo,Limboto Barat,Daenaa,122.885619688689,0.722289200500057
