caseid,tanggal,cases,hewan,spid,disease,prop,kab,kec,desa,lon,lat
3415654,14-11-2022,3,sapi perah,78,Papilloma,Jawa Barat,Garut,Karangpawitan,Lebakjaya,107.920539893735,-7.22966432549995
3385786,30-10-2022,1,sapi bali,24,Papilloma,Bangka Belitung,Bangka Selatan,Pulau Besar,Panca Tunggal,106.173397548004,-2.82872099999997
3419782,16-11-2022,3,sapi perah,78,Papilloma,Jawa Barat,Garut,Karangpawitan,Lebakjaya,107.920539893735,-7.22966432549995
3424295,18-11-2022,1,sapi,22,Papilloma,Jawa Barat,Kota Bandung,Babakan Ciparay,Sukahaji,107.588510168298,-6.93130588549997
