caseid,tanggal,cases,hewan,spid,disease,prop,kab,kec,desa,lon,lat
3498767,22-06-2022,8,babi,55,Streptococcosis,Nusa Tenggara Timur,Manggarai Timur,Kota Komba,Tanah Rata,120.653106357081,-8.81338599299997
3498759,26-06-2022,17,babi,55,Streptococcosis,Nusa Tenggara Timur,Manggarai Timur,Borong,Rana Loba,120.595708285601,-8.76485699349996
3529559,11-12-2022,9,babi,55,Streptococcosis,Nusa Tenggara Timur,Manggarai Timur,Kota Komba,Golomeni,120.661232371511,-8.63798399249995
3498771,22-06-2022,11,babi,55,Streptococcosis,Nusa Tenggara Timur,Manggarai Timur,Kota Komba,Komba,120.719642516851,-8.77870949199996
