caseid,tanggal,cases,hewan,spid,disease,prop,kab,kec,desa,lon,lat
3140644,15-03-2021,285,Bebek,239,Avian Influenza - LPAI,Nusa Tenggara Timur,Ngada,Soa,Seso,121.032553888143,-8.69937348999997
2923374,22-12-2021,2,ayam,3,Avian Influenza - LPAI,Banten,Kota Tangerang,Neglasari,Karang Anyar,106.645741922402,-6.15580199999997
3140621,15-04-2021,57,ayam,3,Avian Influenza - LPAI,Nusa Tenggara Timur,Ngada,Soa,Seso,121.032553888143,-8.69937348999997
2853315,09-10-2021,119,ayam,3,Avian Influenza - LPAI,Sulawesi Selatan,Makassar,Biring Kanaya,Sudiang,119.504505388991,-5.07433819599996
3008326,20-02-2021,1,ayam,3,Avian Influenza - LPAI,Aceh,Banda Aceh,Meuraxa,Alue Deah Teungoh,95.3018120417493,5.56544569500005
2677613,05-03-2021,2,ayam,3,Avian Influenza - LPAI,Jawa Tengah,Surakarta,Pasar Kliwon,Semanggi,110.842300784579,-7.59183049949996
3140622,15-04-2021,80,ayam,3,Avian Influenza - LPAI,Nusa Tenggara Timur,Ngada,Soa,Libunio,121.058625633344,-8.70692648999994
2861261,18-10-2021,510,itik,10,Avian Influenza - LPAI,Lampung,Pringsewu,Pardasuka,Wargo Mulyo,104.924094246552,-5.46479238749995
