caseid,tanggal,cases,hewan,spid,disease,prop,kab,kec,desa,lon,lat
3140927,15-06-2021,4,sapi,22,Cacingan,Nusa Tenggara Timur,Ngada,Wolomeze,Turaloa,121.022031188809,-8.65213248999996
2932191,13-09-2021,2,babi,55,Cacingan,Sulawesi Tengah,Poso,Pamona Pusulemba,Tonusu,120.467768997951,-1.70052528249994
2690498,20-02-2021,1,sapi bali,24,Cacingan,Kepulauan Riau,Natuna,Bunguran Tengah,Harapan Jaya,108.248020050235,3.91220867650006
2764651,02-05-2021,2,sapi bali,24,Cacingan,Kepulauan Riau,Natuna,Bunguran Tengah,Harapan Jaya,108.248020050235,3.91220867650006
2937573,31-08-2021,6,sapi,22,Cacingan,Sulawesi Tengah,Banggai Kepulauan,Tinangkung,Bakalan,123.306178537195,-1.22833656449995
2940659,02-01-2021,23,sapi,22,Cacingan,Sumatera Selatan,Musi Rawas,Muara Kelingi,Mambang,103.264748522547,-2.96241900049995
2682686,25-02-2021,3,sapi bali,24,Cacingan,Kepulauan Riau,Lingga,Lingga,Merawang,104.58813161311,-0.21887886549996
2939649,02-01-2021,12,sapi,22,Cacingan,Sumatera Selatan,Musi Rawas,Stl Ulu Terawas,Babat,102.773411504873,-3.02579549949996
2915252,21-09-2021,2,kambing,40,Cacingan,Aceh,Sabang,Sukakarya,Krueng Raya,95.3090010183423,5.85269453750004
2874061,26-08-2021,3,sapi,22,Cacingan,Sumatera Utara,Serdang Bedagai,Sipispis,Marjanji,99.0286785846646,3.19541643350004
2915145,22-04-2021,4,sapi aceh,23,Cacingan,Aceh,Sabang,Sukakarya,Batee Shok,95.285365641013,5.82985618100003
3140603,15-04-2021,2,babi,55,Cacingan,Nusa Tenggara Timur,Ngada,Bajawa Utara,Nabelena,120.925883219994,-8.69671599149996
2769285,08-02-2021,1,sapi,22,Cacingan,Bengkulu,Bengkulu Tengah,Pondok Kelapa,Pasar Pedati,102.263966214241,-3.70683599899996
2886625,11-09-2021,1,sapi,22,Cacingan,Sumatera Utara,Serdang Bedagai,Sipispis,Pispis,99.020855996222,3.16546819900006
2893944,30-09-2021,3,sapi,22,Cacingan,Sumatera Utara,Serdang Bedagai,Bandar Khalipah,Kampung Juhar,99.2488015302941,3.42579458550006
2799430,23-07-2021,1,sapi,22,Cacingan,Sumatera Utara,Serdang Bedagai,Perbaungan,Sungai Sijenggi,99.0019797983387,3.55336235050007
2947467,15-11-2021,2,sapi,22,Cacingan,Bengkulu,Bengkulu Tengah,Pondok Kubang,Batu Raja,102.355384360735,-3.71423199899996
2941918,16-10-2021,1,Anjing,60,Cacingan,Nusa Tenggara Timur,Rote Ndao,Rote Barat,Oenggaut,122.833574811098,-10.912329961
2933116,02-08-2021,2,Cacing,174,Cacingan,Jawa Timur,Kota Blitar,Sananwetan,Gedog,112.189586153592,-8.08210325249996
3148235,15-09-2021,12,babi,55,Cacingan,Nusa Tenggara Timur,Ngada,Soa,Meliwaru,121.058625633344,-8.70692648999994
