caseid,tanggal,cases,hewan,spid,disease,prop,kab,kec,desa,lon,lat
2942668,02-12-2021,4,Anjing,60,Brucellosis,Papua,Deiyai,Tigi,Bomou Ii,136.335957723894,-4.02319373599994
2801412,23-03-2021,6,sapi,22,Brucellosis,Sumatera Utara,Batu Bara,Datuk Lima Puluh,Lubuk Hulu,99.468407,3.198534
2848556,23-09-2021,1,sapi bali,24,Brucellosis,Kalimantan Utara,Tarakan,Tarakan Utara,Juata Laut,117.597724738358,3.41000068200003
2940071,12-10-2021,4,sapi bali,24,Brucellosis,Lampung,Lampung Tengah,Seputih Agung,Bumi Kencana,105.162883740195,-4.94871749999996
2669212,01-03-2021,1,sapi,22,Brucellosis,Sulawesi Barat,Polewali Mandar,Bulo,Pulliwa,119.083443900939,-3.27699349999995
2801407,23-03-2021,3,sapi,22,Brucellosis,Sumatera Utara,Batu Bara,Datuk Lima Puluh,Pulau Sejuk,99.477998,3.210026
2756333,22-06-2021,3,sapi,22,Brucellosis,Sulawesi Barat,Polewali Mandar,Allu,Allu,118.991000382165,-3.39859599899995
2674333,05-03-2021,1,sapi fh,35,Brucellosis,Jawa Tengah,Pemalang,Pulosari,Pulosari,109.232106016199,-7.14882999949998
2938236,21-10-2021,6,sapi perah,78,Brucellosis,Jawa Barat,Depok,Sawangan,Pasir Putih,106.784234089128,-6.42261457449996
2942321,18-11-2021,4,sapi bali,24,Brucellosis,Sulawesi Selatan,Soppeng,Donri Donri,Tottong,119.884029223207,-4.23649883049995
2752259,17-06-2021,1,sapi fh,35,Brucellosis,Jawa Timur,Batu,Junrejo,Mojorejo,112.556337198543,-7.90295886949994
2949967,29-11-2021,3,sapi fh,35,Brucellosis,Jawa Barat,Kuningan,Cigugur,Cisantana,108.448587749587,-6.94422197349994
2752465,17-06-2021,11,sapi,22,Brucellosis,Lampung,Metro,Metro Utara,Banjar Sari,105.279826861297,-5.07538499999995
2919106,16-12-2021,2,sapi,22,Brucellosis,Jawa Timur,Sidoarjo,Krian,Tropodo,112.584592887087,-7.43649029699995
2942698,27-10-2021,1,babi,55,Brucellosis,Papua,Deiyai,Tigi Timur,Dakebo,136.439272901233,-4.08233153499995
